10.027,0.00,-0.02,0.01
10.030,-0.02,-0.01,-0.00
10.032,-0.00,0.00,-0.01
10.035,-0.01,-0.02,0.02
10.037,-0.00,-0.02,0.01
10.039,-0.00,-0.02,0.01
10.041,-0.01,-0.02,0.01
10.043,-0.01,-0.02,0.00
10.045,-0.00,-0.03,0.00
10.047,-0.00,-0.01,0.01
10.049,-0.01,-0.02,0.02
10.051,0.01,-0.02,0.01
10.051,-0.01,-0.02,0.00
10.052,-0.00,-0.01,-0.01
10.056,-0.00,-0.01,0.01
10.060,-0.00,-0.01,0.00
10.065,-0.01,-0.01,0.00
10.070,-0.01,-0.01,-0.00
10.075,-0.01,-0.01,-0.01
10.079,-0.01,-0.00,-0.00
10.146,-0.00,0.01,-0.00
10.147,-0.01,0.00,-0.03
10.148,-0.00,-0.02,-0.00
10.149,0.00,-0.01,-0.01
10.150,-0.00,-0.01,-0.01
10.150,-0.00,-0.01,-0.00
10.151,-0.01,-0.01,-0.01
10.151,-0.00,-0.01,0.02
10.152,-0.00,-0.00,-0.00
10.152,-0.00,0.01,-0.01
10.153,-0.00,-0.00,-0.01
10.154,-0.00,-0.01,0.00
10.155,0.00,-0.01,0.00
10.155,-0.00,-0.01,-0.00
10.156,-0.00,-0.02,-0.00
10.158,-0.00,-0.01,0.02
10.164,0.00,-0.02,-0.00
10.171,-0.00,-0.01,-0.01
10.222,-0.00,-0.01,0.01
10.223,-0.00,0.00,0.01
10.224,0.00,-0.02,0.01
10.224,-0.00,-0.01,0.01
10.225,0.00,0.00,0.00
10.225,-0.00,0.01,0.02
10.230,-0.00,0.00,0.01
10.231,-0.01,0.01,0.02
10.231,0.00,-0.01,0.02
10.232,-0.00,0.01,0.02
10.232,0.00,0.00,0.01
10.233,-0.00,0.01,0.01
10.233,-0.01,-0.01,0.01
10.235,-0.00,-0.01,0.00
10.240,-0.00,-0.01,0.01
10.245,-0.00,0.01,0.01
10.254,0.00,0.01,-0.01
10.259,-0.01,-0.00,0.01
10.260,-0.00,-0.01,0.00
10.268,0.00,-0.00,-0.01
10.305,0.00,-0.01,-0.00
10.307,-0.01,-0.01,0.02
10.308,0.00,-0.00,0.02
10.309,0.00,-0.01,0.01
10.311,0.00,-0.00,0.01
10.312,-0.00,0.00,0.02
10.313,0.02,-0.01,-0.02
10.315,-0.01,-0.01,-0.01
10.316,-0.00,-0.01,-0.00
10.318,-0.01,-0.00,0.02
10.320,-0.00,-0.01,0.02
10.323,-0.00,-0.01,0.00
10.336,-0.01,-0.02,0.01
10.337,0.00,0.02,0.02
10.338,0.01,-0.00,-0.02
10.342,0.00,-0.02,-0.01
10.347,-0.00,-0.01,-0.00
10.373,-0.01,-0.01,0.02
10.374,0.00,0.00,-0.00
10.375,0.01,0.00,-0.02
10.376,0.01,-0.00,-0.04
10.382,-0.01,-0.00,-0.01
10.384,-0.01,-0.01,0.01
10.385,-0.01,-0.01,0.00
10.385,0.00,0.02,-0.02
10.408,0.01,0.01,0.00
10.409,0.02,0.01,-0.03
10.410,0.00,0.01,-0.03
10.410,-0.00,0.00,-0.01
10.410,0.00,-0.01,0.00
10.415,-0.00,-0.01,-0.00
10.420,-0.01,-0.01,-0.01
10.425,-0.01,-0.01,0.00
10.430,-0.01,-0.01,0.01
10.435,-0.01,-0.02,0.00
10.440,-0.01,-0.02,-0.02
10.444,-0.00,0.00,-0.02
10.449,-0.00,-0.01,0.01
10.461,0.00,-0.00,0.01
10.464,0.00,0.00,0.01
10.473,-0.00,0.00,0.01
10.475,0.01,0.00,-0.00
10.476,-0.00,0.01,-0.02
10.536,-0.00,0.00,-0.01
10.539,-0.00,0.01,0.01
10.541,-0.00,0.00,0.02
10.543,-0.00,0.01,0.01
10.545,-0.00,0.00,-0.01
10.546,0.01,0.01,-0.02
10.547,-0.00,0.00,-0.01
10.547,0.00,0.01,-0.02
10.548,0.00,-0.01,-0.01
10.548,-0.00,-0.00,0.01
10.549,-0.01,0.01,0.02
10.549,0.00,0.01,0.01
10.550,0.01,0.00,-0.01
10.550,0.00,0.01,-0.02
10.551,-0.01,0.01,0.01
10.552,0.00,-0.00,0.02
10.557,0.00,-0.00,0.01
10.561,-0.00,0.00,0.01
10.565,-0.00,-0.00,0.01
10.572,-0.01,0.00,0.01
10.574,-0.00,0.01,0.03
10.581,-0.00,0.01,0.02
10.610,0.00,-0.00,-0.00
10.611,-0.01,-0.02,-0.00
10.612,-0.00,-0.02,0.00
10.612,0.00,-0.01,0.00
10.613,-0.00,-0.01,0.02
10.613,-0.01,0.00,0.03
10.614,0.00,-0.02,0.01
10.620,0.01,0.01,0.01
10.623,0.01,0.01,0.00
10.628,0.01,-0.01,-0.01
10.633,0.01,-0.02,-0.01
10.638,0.01,-0.00,-0.02
10.643,0.01,-0.01,-0.01
10.648,0.01,-0.00,-0.01
10.657,0.01,-0.01,-0.01
10.659,0.00,-0.00,-0.00
10.670,-0.02,-0.02,-0.01
10.671,-0.02,-0.02,-0.00
10.672,-0.01,-0.01,-0.00
10.716,-0.01,0.00,-0.00
10.718,-0.01,0.01,-0.00
10.722,-0.00,0.01,0.01
10.724,0.00,0.00,0.00
10.725,-0.00,0.00,0.01
10.726,0.01,0.01,0.01
10.727,0.01,0.01,0.01
10.728,0.02,-0.01,-0.01
10.729,0.00,-0.00,-0.02
10.730,0.01,0.00,-0.00
10.731,0.01,-0.01,-0.00
10.732,-0.01,-0.00,-0.03
10.737,-0.02,0.01,-0.03
10.741,-0.02,-0.02,-0.00
10.746,-0.02,-0.02,-0.00
10.750,-0.01,-0.01,-0.01
10.755,0.01,0.01,-0.01
10.759,-0.00,-0.01,-0.00
10.765,-0.00,-0.01,-0.01
10.825,0.01,-0.01,-0.01
10.826,0.01,0.01,-0.02
10.827,0.01,0.00,-0.02
10.827,0.01,0.01,-0.03
10.828,0.00,0.01,-0.02
10.828,0.00,0.01,-0.02
10.828,-0.00,-0.00,-0.01
10.829,-0.01,-0.00,-0.02
10.830,-0.01,0.01,-0.03
10.830,-0.01,0.00,-0.01
10.831,-0.01,0.00,0.01
10.832,-0.01,-0.01,0.00
10.833,-0.00,0.02,0.00
10.834,-0.00,0.00,0.00
10.837,0.00,-0.00,0.00
10.842,0.00,-0.00,-0.01
10.847,0.01,-0.01,0.00
10.852,0.00,0.00,-0.00
10.860,0.00,-0.00,0.01
10.871,0.00,-0.00,0.00
10.871,0.00,0.00,-0.00
10.872,-0.00,0.00,-0.00
10.900,0.00,-0.01,-0.00
10.902,-0.01,-0.01,-0.01
10.902,0.00,-0.01,-0.02
10.903,-0.00,-0.00,0.01
10.904,0.00,-0.01,0.01
10.904,-0.01,-0.00,0.01
10.906,-0.00,-0.01,0.01
10.910,-0.00,-0.01,0.00
10.915,0.00,0.00,-0.00
10.920,0.00,0.00,-0.01
10.924,-0.01,0.00,0.01
10.929,0.01,-0.02,-0.00
10.934,0.00,0.00,0.00
10.939,0.00,0.01,0.01
10.944,-0.01,0.00,0.00
10.951,-0.01,-0.01,0.01
10.959,-0.01,0.01,-0.00
10.962,-0.01,0.01,0.00
10.966,0.00,-0.00,-0.00
10.968,0.01,-0.01,0.00
11.013,0.00,-0.00,0.02
11.015,0.01,0.00,0.02
11.015,0.02,0.00,-0.01
11.016,0.01,-0.00,-0.03
11.016,0.01,-0.00,-0.02
11.017,0.01,0.00,-0.02
11.018,0.01,0.00,-0.01
11.018,0.00,-0.01,-0.01
11.019,0.00,-0.01,-0.00
11.019,-0.01,-0.01,0.01
11.023,-0.01,0.01,-0.00
11.027,-0.01,0.00,-0.01
11.031,-0.01,0.01,0.01
11.037,-0.01,0.00,0.01
11.041,-0.00,0.02,0.01
11.046,0.00,0.02,0.02
11.051,0.00,0.00,0.00
11.061,0.01,0.00,-0.00
11.064,-0.00,0.00,-0.01
11.066,0.01,-0.03,0.00
11.100,0.00,-0.00,0.01
11.101,-0.00,-0.02,0.02
11.102,-0.01,0.00,0.00
11.102,-0.01,0.01,0.00
11.103,-0.00,-0.01,-0.00
11.103,-0.00,0.00,0.01
11.104,0.01,-0.02,-0.00
11.106,0.00,0.01,-0.01
11.110,0.00,-0.00,-0.01
11.114,0.01,-0.01,-0.01
11.119,0.00,0.00,-0.01
11.124,-0.00,-0.00,-0.00
11.128,-0.00,-0.01,0.01
11.134,-0.01,-0.01,0.00
11.140,-0.01,-0.01,-0.00
11.143,-0.00,0.00,0.00
